title,genre,Tag Count,Tags
Wizard of Oz.,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, Science fiction, History, Literature"
The Obstacle Is the Way: The Timeless Art of Turning Adversity to Advantage,Nonfiction,5,"Nonfiction, Business & Economics, Conduct of life, Productivity, Inspirational"
Gravity's Rainbow,Fiction,5,"Fantasy, Classics, Science fiction, War, Americans"
Columbine,Fiction,2,"History, Crime"
The Foxhole Court,Fiction,4,"Fantasy, Young Adult, LGBTQ, Young Adult Fiction"
Tuesdays with Morrie,Young Adult,8,"Classics, Nonfiction, Biography, Religion, Biography & Autobiography, Philosophy, Psychology, Education"
Cold Days,Fantasy,7,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, Mystery, Magic"
A Canticle for Leibowitz,Fantasy,9,"Fantasy, Fiction, Classics, Science fiction, War, Dystopian, Religion, Science, American"
Magician: Apprentice,Fiction,9,"Fantasy, Young Adult, Adventure, Classics, Science fiction, Comics, War, Fantasy fiction, Apprentices"
The City of Ember,Fiction,8,"Fantasy, Young Adult, Adventure, Classics, Science fiction, Comics, Dystopian, Children"
The Golem and the Jinni,Fiction,7,"Fantasy, Young Adult, Adventure, History, Religion, Friendship, Magic"
Altered Carbon,Fiction,5,"Fantasy, Science fiction, Adventure, Dystopian, Reincarnation"
Where's My Cow?,Fantasy,3,"Fantasy, Young Adult, Comics"
Foreign Affairs,Classics,1,Classics
The Name of the Rose,Fiction,5,"Classics, History, Mystery, Suspense, Historical Fiction"
The Lost Hero,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Literary Collections, Spanish, Middle Grade, low fantasy, Camps"
Among Others,Fiction,5,"Fantasy, Young Adult, Science fiction, Friendship, Magic"
The Tales of Beedle the Bard,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Classics, Short stories, Magic, Children's stories, Fairy tales"
Prince Caspian,Fantasy,8,"Fantasy, Fiction, Classics, Young Adult, Adventure, Science fiction, Magic, Children"
The Fountainhead,Science fiction,3,"Science fiction, Classics, Dystopian"
A Death in the Family: A Restoration of the Author's Text,Classics,1,Classics
Shiver,Fiction,4,"Fantasy, Young Adult, Adventure, Human-animal relationships"
Far from the Tree,LGBTQ,1,LGBTQ
The Humans,Fantasy,4,"Fantasy, Science fiction, Fiction, Aliens"
Let's Explore Diabetes with Owls,Biography & Autobiography,5,"LGBTQ, Nonfiction, Short stories, Memoir, Essays"
The Wedding Date,Fiction,1,nan
Into the Wild,Young Adult,2,"Adventure, Classics"
Wilder Girls,Fiction,6,"Fantasy, Young Adult, Science fiction, LGBTQ, Dystopian, Young Adult Fiction"
Looking for Alaska,Fiction,2,"Young Adult, Young Adult Fiction"
Homeland,Fantasy,8,"Fantasy, Fiction, Adventure, Young Adult, Science fiction, Comics, Magic, High Fantasy"
The Age of Innocence,Fiction,4,"Classics, Romance, Literature, Women"
My Family and Other Animals,Fiction,6,"Young Adult, Adventure, Classics, Biography, Science, Biography & Autobiography"
Mistborn: The Final Empire,Fantasy,10,"Fantasy, Fiction, Adventure, Young Adult, Science fiction, Dystopian, Magic, High Fantasy, Epic Fantasy, Mystical powers"
The Fall of Hyperion,Fantasy,7,"Fantasy, Adventure, Classics, Science fiction, War, Space, Aliens"
Les Misérables,Fiction,9,"Classics, Young Adult, Adventure, History, Comics, War, Literature, Politics, Police"
Solaris: The Definitive Edition,Fiction,7,"Fantasy, Classics, Science fiction, Space, Aliens, Life on other planets, Extraterrestrial beings"
"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Science,4,"Science, Psychology, Nature, Animal communication"
Future Home of the Living God,Fantasy,3,"Fantasy, Science fiction, Dystopian"
Aurora,Fiction,5,"Fantasy, Adventure, Science fiction, Dystopian, Space"
The Da Vinci Code,Fiction,8,"Adventure, Fantasy, Young Adult, Classics, Mystery, Thriller, Suspense, Fantasy fiction"
The Help,Fiction,4,"Young Adult, Classics, Literature, Spanish"
The Complete Sherlock Holmes,Fiction,4,"Classics, Adventure, Mystery, Crime"
Collapse,History,5,"History, Nonfiction, Science, Politics, Environmental degradation"
The Bluest Eye,Fiction,5,"Classics, Literature, African Americans, American fiction, African American girls"
The Gene,Unknown,1,nan
"Uncle Tom's cabin, or, Life among the lowly ; The minister's wooing ; Oldtown folks",Fiction,6,"Classics, Young Adult, History, Romance, Literature, African Americans"
"Full Dark, No Stars",Fiction,7,"Fantasy, Education, Short stories, Horror, American, Horror, Horror fiction"
Six of Crows,Fiction,9,"Fantasy, Young Adult, Adventure, Science fiction, LGBTQ, Young Adult Fiction, Thriller, Magic, Betrayal"
The Mothers,Young Adult,1,nan
I'll Give You the Sun,Young Adult,3,"LGBTQ, Young Adult Fiction, Siblings"
It,Fiction,7,"Fantasy, Adventure, Classics, Science fiction, Thriller, Suspense, Horror"
"So Long, and Thanks for All the Fish",Fiction,8,"Fantasy, Science fiction, Young Adult, Adventure, Classics, Space, Fiction, Aliens"
The Vampire Lestat,Fantasy,6,"Fantasy, Young Adult, Adventure, Classics, Science fiction, LGBTQ"
The Godfather,Fiction,3,"Classics, Romance, Mystery"
Lolita,Fiction,6,"Classics, Romance, Performing Arts, American, relationships, Crime"
The Worst Journey in the World: Antarctic 1910-1913,Action & Adventure,3,"Adventure, Classics, Antarctica"
Steve Jobs,Fiction,6,"Biography, History, Biography & Autobiography, Business, Businessmen, Chief executive officers"
And Then There Were None,Mystery,9,"Fiction, Classics, Mystery, Comics, Thriller, Suspense, Murder, Education, Detective and mystery stories"
Bring Up the Bodies,Fiction,1,History
A Darker Shade of Magic,Fantasy,8,"Fantasy, Fiction, Adventure, Young Adult, Science fiction, LGBTQ, Dystopian, Magic"
Words of Radiance,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, War, Magic"
2001: A Space Odyssey,Science fiction,9,"Fiction, Fantasy, Science fiction, Adventure, Classics, Space, Aliens, Computers, Interplanetary voyages"
Maskerade,Fiction,4,"Fantasy, Young Adult, Adventure, Science fiction"
The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,History,1,History
Green Eggs and Ham,Fiction,7,"Fantasy, Young Adult, Classics, Poetry, Fiction, Children, Children's stories"
Women Who Run with the Wolves,Fantasy,4,"Fantasy, Classics, Religion & Spirituality, Academic writing"
The Viscount Who Loved Me,Fiction,2,"Romance, Historical Romance"
Brave New World,Science fiction,10,"Science fiction, Fiction, Fantasy, Classics, Young Adult, Dystopian, History, General, Science, Family"
Little House in the Big Woods,Fiction,3,"Young Adult, Adventure, Classics"
Beloved,Fiction,5,"Fantasy, Classics, History, Women, African Americans"
Alice's Adventures in Wonderland,Fiction,7,"Fantasy, Classics, Young Adult, Adventure, Science fiction, History, Philosophy"
Lord of the Flies,Fiction,9,"Classics, Adventure, Fantasy, Young Adult, Science fiction, History, Dystopian, Literary Collections, Adventure stories"
The Return of the King: Being the Third Part of the Lord of the Rings,Fantasy,8,"Fantasy, Classics, Adventure, Fiction, Young Adult, Science fiction, War, High Fantasy"
Little Women,Fiction,8,"Classics, Young Adult, Adventure, History, Romance, Philosophy, Family, Literature"
The Call of the Wild,Fiction,4,"Adventure, Classics, Young Adult, Dogs"
The Moon Is a Harsh Mistress,Fiction,8,"Fantasy, Adventure, Classics, Science fiction, War, Dystopian, Space, Business & Economics"
On Beauty,Classics,1,Classics
A Curious Beginning,Fantasy,5,"Fantasy, Young Adult, Adventure, Mystery, Historical Fiction"
The Lost City of Z: A Tale of Deadly Obsession in the Amazon,Action & Adventure,5,"Adventure, History, Nonfiction, Travel, Amazon River Region"
Dress Your Family in Corduroy and Denim,Fiction,3,"LGBTQ, Fiction, Family"
Masters of Doom: How Two Guys Created an Empire and Transformed Pop Culture,History,6,"History, Biography, Nonfiction, Biography & Autobiography, Games, Computer games"
The Night Circus,Fantasy,7,"Fantasy, Young Adult, Adventure, Magic, American fiction, Magical Realism, Fantasy romance"
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,History,4,"History, social science, African Americans, Law"
A Prayer For Owen Meany,Fiction,8,"Classics, War, Friendship, Drama, American fiction, Literary Fiction, Christian Fiction, Belief and doubt"
Rosemary's Baby,Fiction,3,"Fantasy, Classics, Science fiction"
Ways of Seeing,Classics,5,"Classics, Nonfiction, Philosophy, Psychology, Art"
City of Glass,Fantasy,9,"Fantasy, Young Adult, Fiction, Adventure, LGBTQ, Romance, Young Adult Fiction, Magic, Urban Fantasy"
Shuggie Bain,Fiction,2,"LGBTQ, Alcoholism"
Stoner,Fiction,4,"Classics, History, Literature, Historical Fiction"
The Shadow of the Wind,Mystery,8,"Fiction, Fantasy, Adventure, Classics, Mystery, Thriller, Suspense, Detective and mystery stories"
A Streetcar Named Desire,Classics,1,Classics
Murder on the Orient Express,Fiction,9,"Young Adult, Classics, Mystery, Literature, Travel, Murder, Literary Collections, Spanish, murder mystery"
Rebecca,Fiction,1,Classics
The Brief Wondrous Life of Oscar Wao,Fiction,4,"Fantasy, Young Adult, Classics, Literature"
The Better Angels of Our Nature: Why Violence Has Declined,War,1,War
Sapiens: A Brief History of Humankind,History,9,"History, Young Adult, Nonfiction, Comics, Science, Comics & Graphic Novels, Psychology, Biology, Chronology"
A Thousand Splendid Suns,Fiction,7,"Young Adult, Classics, War, Literature, Friendship, Women, Family"
Last Sacrifice,Fiction,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
Born a Crime: Stories from a South African Childhood,Biography,5,"Biography, History, Nonfiction, Biography & Autobiography, Fiction"
The Invisible Library,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Thriller, Suspense, Magic"
"Life, the Universe and Everything",Fiction,8,"Fantasy, Science fiction, Young Adult, Adventure, Classics, Space, Fiction, Aliens"
The Adventures of Tom Sawyer,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, History, Comics, Philosophy"
Fahrenheit 451,Fiction,8,"Classics, Science fiction, Fantasy, Young Adult, Dystopian, History, Literary Collections, Adventure stories"
Just Kids,Biography & Autobiography,7,"Classics, LGBTQ, Biography, Women, Music, Memoir, Artists"
Gerald's Game,Horror,6,"Fiction, Fantasy, Literary Collections, Detective and mystery stories, American fiction, Fear"
Harry Potter and the Prisoner of Azkaban,Fantasy,8,"Fantasy, Fiction, Young Adult, Adventure, Classics, Magic, Literature, Friendship"
Olympos,Fiction,6,"Fantasy, Adventure, Science fiction, War, Dystopian, Space"
The Stand,Fiction,8,"Fantasy, Adventure, Classics, Science fiction, Dystopian, Thriller, Suspense, Literary Collections"
Fablehaven,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Family, Magic, Middle Grade, Siblings, low fantasy"
The Library at Mount Char,Fantasy,5,"Fantasy, Fiction, Science fiction, Dystopian, Horror"
Extremely Loud & Incredibly Close,Young Adult,3,"Fiction, Classics, Contemporary"
Something Wicked This Way Comes,Fiction,9,"Fantasy, Young Adult, Adventure, Classics, Science fiction, History, Friendship, Boys, Carnivals"
My Sister's Keeper,Fiction,2,"Young Adult, Classics"
The Elements of Style,Classics,1,Classics
Strange the Dreamer,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, Young Adult Fiction, Family & Relationships, Fantasy fiction"
Anna Karenina,Fiction,4,"Classics, Historical Fiction, Romance, Literary Fiction"
The Institute,Fiction,4,"Fantasy, Young Adult, Science fiction, Child abuse"
The Tommyknockers,Fiction,7,"Fantasy, Science fiction, Aliens, Thriller, Horror, American, American fiction"
A Feast for Crows,Fiction,7,"Fantasy, Young Adult, Adventure, Science fiction, War, Magic, Alchemy"
Wayward Son,Fiction,5,"Fantasy, Young Adult, Adventure, LGBTQ, Young Adult Fiction"
The Odyssey,Fiction,8,"Fantasy, Classics, Young Adult, Adventure, History, War, Literature, Poetry"
Lord of Chaos,Fiction,5,"Fantasy, Young Adult, Adventure, Science fiction, Fantasty fiction"
Paradise Lost,Fiction,7,"Fantasy, Adventure, Classics, History, Biography, Religion, Poetry"
The Waste Lands,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Magic, American, Fantasy fiction"
The Yiddish Policemen's Union,Fantasy,2,"Fantasy, Science fiction"
Tess of the D'Urbervilles,Fiction,5,"Classics, Young Adult, Romance, Literature, England"
The Great Gatsby,Fiction,8,"Classics, Young Adult, Comics, Romance, Biography, Comics & Graphic Novels, Literature, Education"
The Children of Men,Fiction,4,"Fantasy, Science fiction, Classics, Dystopian"
Making Money,Fiction,6,"Fantasy, Young Adult, Adventure, Science fiction, Fiction, Urban Fantasy"
The Girl Who Loved Tom Gordon,Fiction,6,"Fantasy, Young Adult, Adventure, Suspense, Literary Collections, Sports"
The Hound of the Baskervilles,Fiction,8,"Classics, Young Adult, Adventure, Mystery, History, Comics, Literature, Suspense"
Ilium,Fiction,7,"Fantasy, Adventure, Science fiction, War, Space, Greek, gods"
Lincoln in the Bardo,Fiction,5,"Historical Fiction, Fantasy, War, United States, Grief"
The Gentleman's Guide to Vice and Virtue,Fantasy,9,"Fantasy, Young Adult, Adventure, Fiction, LGBTQ, History, Romance, Young Adult Fiction, Historical Fiction"
Ethan Frome,Fiction,6,"Classics, Young Adult, Romance, Literature, Family, Contemporary"
Dark Places,Fiction,5,"Mystery, Thriller, Literature, Suspense, Family"
The Queen of the Damned: The Third Book in The Vampire Chronicles,Fantasy,3,"Fantasy, Classics, Science fiction"
Daemon,Fiction,6,"Fantasy, Adventure, Science fiction, Dystopian, Thriller, Suspense"
I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Nonfiction,2,"Nonfiction, Science"
The Omnivore's Dilemma: A Natural History of Four Meals,Young Adult,4,"History, Nonfiction, Health & Fitness, Evolution (Biology)"
The Watchmaker of Filigree Street,Fantasy,4,"Fantasy, Adventure, Science fiction, LGBTQ"
Know My Name,Biography,3,"Biography, Biography & Autobiography, Women"
The Secret Garden,Fiction,7,"Fantasy, Young Adult, Adventure, Classics, History, Mystery, Literature"
The Handmaid's Tale,Fiction,8,"Fantasy, Classics, Dystopian, Science fiction, History, Romance, Comics & Graphic Novels, Women"
The Autobiography of Malcolm X,Classics,2,"Classics, Nonfiction"
The Left Hand of Darkness,Fiction,8,"Fantasy, Science fiction, Adventure, Classics, LGBTQ, Space, Aliens, Life on other planets"
The Lord of the Rings,Fantasy,8,"Fantasy, Fiction, Classics, Young Adult, Adventure, Science fiction, History, War"
Runaway: Stories,Short stories,5,"Fiction, Classics, Short stories, Women, Contemporary"
Trading in the Zone,Unknown,1,nan
Atonement,Fiction,6,"Classics, History, War, Family, Performing Arts, Country life"
The Bride and the Beast,Unknown,1,nan
Golden Son,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, War, Dystopian, Space, Government"
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Nonfiction,4,"Nonfiction, Fiction, Business, Finance"
Simon vs. the Homo Sapiens Agenda,Fiction,6,"Young Adult, LGBTQ, Young Adult Fiction, Friendship, Contemporary, Extortion"
Song of Susannah,Fantasy,9,"Fantasy, Fiction, Young Adult, Adventure, Science fiction, Dystopian, Suspense, Literary Collections, Horror"
Wolves of the Calla,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Literary Collections, Fantasy fiction, Adventure stories"
The Son of Neptune,Fantasy,6,"Fantasy, Fiction, Young Adult, Adventure, Middle Grade, low fantasy"
The Firm,Fiction,4,"Adventure, Mystery, Thriller, Literature"
Range: Why Generalists Triumph in a Specialized World,Unknown,1,nan
The Corrections,Classics,1,Classics
A Time to Kill,Classics,1,Classics
The Inheritance of Loss,Fiction,1,nan
The Scarlet Letter and Other Writings,Fiction,5,"Young Adult, Classics, History, Romance, Women"
Speak,Fiction,4,"Young Adult, Classics, Young Adult Fiction, Emotional problems"
Wizard And Glass,Fiction,8,"Fantasy, Young Adult, Adventure, Science fiction, Dystopian, Fantasy fiction, Adventure stories, Good and evil"
Of Mice and Men,Fiction,8,"Classics, Young Adult, Comics, Literature, Friendship, Education, Historical Fiction, Drama"
Let the Great World Spin,Classics,1,Classics
A Crack in Creation,History,1,History
The prologue to the Canterbury tales,Fiction,9,"Fantasy, Young Adult, Adventure, Classics, History, Poetry, Short stories, Children, literary criticism"
The Name of the Wind,Fantasy,10,"Fantasy, Fiction, Adventure, Young Adult, Science fiction, Mystery, Magic, Literary Collections, Fantasy fiction, Epic Fantasy"
Shatter Me,Fiction,7,"Young Adult, Fantasy, Science fiction, Adventure, Romance, Dystopian, Young Adult Fiction"
Starship Troopers,Fiction,9,"Fantasy, Young Adult, Adventure, Classics, Science fiction, War, Dystopian, Space, Aliens"
We Hunt the Flame,Fantasy,4,"Fantasy, Young Adult, Adventure, Young Adult Fiction"
Sphere,Fiction,8,"Fantasy, Young Adult, Adventure, Classics, Science fiction, Aliens, Suspense, American fiction"
Me Before You,Fiction,5,"Young Adult, Romance, Spanish, Contemporary Romance, Adult Fiction"
Charlotte's Web,Fantasy,4,"Fantasy, Young Adult, Adventure, Classics"
Gulliver's Travels,Fantasy,9,"Fantasy, Adventure, Fiction, Classics, Young Adult, Science fiction, History, Comics, Biography"
Rābinsana Krūso dā britānta,Fiction,4,"Young Adult, Adventure, History, Literature"
